구별,의료기관명,의료기관종별,의료기관주소(도로명),의료기관전화번호,데이터기준일자
중원구,거북이한의원,한의원,"경기도 성남시 중원구 성남대로 1124, 3층 (성남동)",031-723-8275,2026-03-04
중원구,노형권의원,의원,"경기도 성남시 중원구 산성대로 530, 7층 (은행동, 경록빌딩)",031-747-1800,2026-03-04
중원구,경희김한의원,한의원,"경기도 성남시 중원구 금상로 81, 1층 (금광동)",031-749-1075,2026-03-04
중원구,닥터최 치과보존과 치과의원,치과의원,"경기도 성남시 중원구 양현로 469, 4층 403호 (여수동)",031-759-7975,2026-03-04
중원구,효제한의원,한의원,"경기도 성남시 중원구 광명로 344, 2층 (금광동)",031-609-9975,2026-03-04
중원구,의좋은형제한의원,한의원,"경기도 성남시 중원구 금상로 11, 1층 (상대원동)",031-735-7153,2026-03-04
중원구,탑부부치과의원,치과의원,"경기도 성남시 중원구 금상로 18, 4층 (상대원동)",031-743-7528,2026-03-04
중원구,산성한의원,한의원,"경기도 성남시 중원구 산성대로 516, 2층 (은행동)",031-731-1077,2026-03-04
중원구,서울수치과의원,치과의원,"경기도 성남시 중원구 광명로 347, 2층 (금광동, 형제빌딩 2층일부)",031-731-2821,2026-03-04
중원구,나비치과의원,치과의원,"경기도 성남시 중원구 사기막골로 124, 메가동 B2층 B203호 (상대원동, SKn테크노파크)",031-776-0428,2026-03-04
중원구,리앤홍위즈의원,의원,"경기도 성남시 중원구 성남대로1130번길 3, 3층 301호 (성남동, 엠스퀘어)",031-759-9700,2026-03-04
중원구,마음속내과 의원,의원,"경기도 성남시 중원구 성남대로1130번길 3, 엠스퀘어빌딩 3층일부,4층 (성남동)",031-757-3800,2026-03-04
중원구,덴플러스치과의원,치과의원,"경기도 성남시 중원구 성남대로1130번길 3, 엠스퀘어빌딩 502호 (성남동)",031-752-7502,2026-03-04
중원구,모란정신건강의학과의원,의원,"경기도 성남시 중원구 성남대로1130번길 3, 5층 501호 (성남동, 엠스퀘어)",031-759-1144,2026-03-04
중원구,곽가정의학과의원,의원,"경기도 성남시 중원구 도촌남로 27, 2층 205호 (도촌동, 동강프라자)",031-697-8215,2026-03-04
중원구,플러스원치과의원,치과의원,"경기도 성남시 중원구 광명로323번길 4, 3층 (금광동)",031-746-2877,2026-03-04
중원구,포인트의원,의원,"경기도 성남시 중원구 금상로 18, 6.7층 (상대원동)",031-717-1114,2026-03-04
중원구,모란피부과의원,의원,"경기도 성남시 중원구 성남대로 1133, 3층 324~327호 (성남동, 성남메트로칸)",031-757-2700,2026-03-04
중원구,모란경희한의원,한의원,"경기도 성남시 중원구 광명로 2, 2층 (성남동)",031-759-8588,2026-03-04
중원구,유치과의원,치과의원,경기도 성남시 중원구 산성대로378번길 2 (금광동),031-743-2299,2026-03-04
중원구,다나이비인후과의원,의원,"경기도 성남시 중원구 금상로 18, 4층 (상대원동)",031-733-2586,2026-03-04
중원구,닥터(Dr.)신치과의원,치과의원,"경기도 성남시 중원구 갈마치로288번길 14, 성남 SK V1 tower 1층 127호 (상대원동)",031-8035-3355,2026-03-04
중원구,신통방통의원,의원,"경기도 성남시 중원구 성남대로 1133, 309호.310호.313호.314호.315호 (성남동)",031-723-7789,2026-03-04
중원구,경희자혜한의원,한의원,"경기도 성남시 중원구 산성대로 352, 2층 (중앙동)",031-749-7500,2026-03-04
중원구,장한의원,한의원,"경기도 성남시 중원구 산성대로 496, 2층 (은행동)",031-733-6905,2026-03-04
중원구,우리희망내과의원,의원,"경기도 성남시 중원구 산성대로 366, 벽산프라자 5,9층 (중앙동)",031-757-1717,2026-03-04
중원구,참조은치과의원,치과의원,"경기도 성남시 중원구 희망로 348, 3층 (상대원동)",031-743-2875,2026-03-04
중원구,고려드림내과의원,의원,"경기도 성남시 중원구 둔촌대로 84, 7층 (성남동)",031-752-0067,2026-03-04
중원구,미앤아이의원,의원,"경기도 성남시 중원구 광명로 5, 8층 801,802호 (성남동, 성남동메디칼센타)",031-751-7588,2026-03-04
중원구,모란이비인후과의원,의원,"경기도 성남시 중원구 성남대로 1144, 3층 (성남동)",031-721-5020,2026-03-04
중원구,온누리소아청소년과의원,의원,"경기도 성남시 중원구 금상로 61, 2층 (금광동)",031-733-7119,2026-03-04
중원구,한국정형외과의원,의원,"경기도 성남시 중원구 산성대로 588, 2층 (은행동)",031-731-6777,2026-03-04
중원구,나치과의원,치과의원,"경기도 성남시 중원구 금상로 7, 3층 (상대원동)",031-745-0205,2026-03-04
중원구,효치과의원,치과의원,"경기도 성남시 중원구 금상로 17, 2층 (상대원동)",031-741-2875,2026-03-04
중원구,삼대한의원,한의원,"경기도 성남시 중원구 산성대로 380, 301호 (금광동, 동일빌딩)",031-742-1075,2026-03-04
중원구,진플란트치과의원,치과의원,"경기도 성남시 중원구 성남대로 1129 (성남동, 하나빌딩)",031-758-0428,2026-03-04
중원구,삼성드림치과의원,치과의원,"경기도 성남시 중원구 둔촌대로 388, 크란츠 테크노 201호 (상대원동)",031-747-0028,2026-03-04
중원구,청담한의원,한의원,"경기도 성남시 중원구 제일로35번길 50-1, 1층 (성남동)",031-721-8855,2026-03-04
중원구,도촌치과의원,치과의원,"경기도 성남시 중원구 도촌남로 33, 403호 (도촌동, 세일프라자)",031-758-2870,2026-03-04
중원구,샘물내과의원,의원,"경기도 성남시 중원구 도촌남로 37, 401호 (도촌동, 도촌프라자)",031-759-4554,2026-03-04
중원구,성남리더스치과의원,치과의원,"경기도 성남시 중원구 갈마치로 215, 106~107호일부호 (상대원동, 금강펜테리움IT타워)",031-730-0028,2026-03-04
중원구,송도외과의원,의원,"경기도 성남시 중원구 산성대로372번길 14, 3층 (금광동)",031-735-7169,2026-03-04
중원구,맑은이비인후과의원,의원,"경기도 성남시 중원구 도촌남로 37, 403호.404호 (도촌동)",031-721-7535,2026-03-04
중원구,도촌경희한의원,한의원,"경기도 성남시 중원구 도촌남로 69, 201~203호 (도촌동, 휴먼시아섬마을4단지아파트)",031-721-3379,2026-03-04
중원구,행복한의원,한의원,"경기도 성남시 중원구 산성대로524번길 8, 2층 (은행동)",031-745-7887,2026-03-04
중원구,현대의원,의원,"경기도 성남시 중원구 희망로380번길 13, 1층 (상대원동)",031-733-1822,2026-03-04
중원구,연세우의원,의원,"경기도 성남시 중원구 광명로 114, 203호 (성남동)",031-757-8577,2026-03-04
중원구,휴한의원,한의원,"경기도 성남시 중원구 사기막골로 124, SKn테크노파크 넥스센터동 103호 (상대원동)",031-776-3535,2026-03-04
중원구,솔플란트치과의원,치과의원,"경기도 성남시 중원구 성남대로 1139, 501호 (성남동, 한일타워)",031-751-6326,2026-03-04
중원구,함께하는정신건강의학과의원,의원,"경기도 성남시 중원구 광명로 313, 이화빌딩 3층 (금광동)",031-735-3975,2026-03-04
중원구,선경한의원,한의원,"경기도 성남시 중원구 성남대로1148번길 2, 3층 (성남동)",031-712-3321,2026-03-04
중원구,이태광내과의원,의원,"경기도 성남시 중원구 둔촌대로 163, 3층 (성남동)",031-752-9600,2026-03-04
중원구,신세계디지털치과의원,치과의원,"경기도 성남시 중원구 성남대로 1150, 대원빌딩 2층 (성남동)",031-721-2872,2026-03-04
중원구,라임의원,의원,"경기도 성남시 중원구 산성대로 522, 2층 (은행동)",031-741-4777,2026-03-04
중원구,바른몸한의원,한의원,"경기도 성남시 중원구 금상로 122, 2층 (상대원동)",031-747-7470,2026-03-04
중원구,정든경희한의원,한의원,"경기도 성남시 중원구 은이로 10, 2층 (은행동)",031-748-8580,2026-03-04
중원구,소생한의원,한의원,"경기도 성남시 중원구 성남대로1147번길 3, 413호 (성남동, 오라타워)",031-753-9595,2026-03-04
중원구,미담치과의원,치과의원,경기도 성남시 중원구 사기막골로 124 (상대원동),031-776-3939,2026-03-04
중원구,본이비인후과의원,의원,"경기도 성남시 중원구 성남대로1148번길 2, 소평빌딩 2층 (성남동)",031-755-5080,2026-03-04
중원구,신의의원,의원,"경기도 성남시 중원구 성남대로 1126, 203호 (성남동)",031-758-0875,2026-03-04
중원구,탑라인의원,의원,"경기도 성남시 중원구 산성대로 80, 6층 (성남동)",031-722-2204,2026-03-04
중원구,미소드림의원,의원,"경기도 성남시 중원구 산성대로 352, 6층 (중앙동)",031-745-8575,2026-03-04
중원구,보스톤치과의원,치과의원,"경기도 성남시 중원구 산성대로 208, 3층 (성남동, 수진역환승주자창)",031-751-0275,2026-03-04
중원구,굿모닝가정의원,의원,"경기도 성남시 중원구 광명로323번길 4, 2층 (금광동)",031-733-7585,2026-03-04
중원구,오라클피부과의원,의원,"경기도 성남시 중원구 성남대로 1115, 6층 602호 (성남동)",031-745-5575,2026-03-04
중원구,청연한의원,한의원,"경기도 성남시 중원구 성남대로 1126, 메가프라자 301호 (성남동)",031-752-8275,2026-03-04
중원구,행복가득한의원,한의원,"경기도 성남시 중원구 산성대로 208, 305호 (성남동, 신한타워)",031-751-8484,2026-03-04
중원구,본비뇨기과의원,의원,"경기도 성남시 중원구 광명로 5, 성남동메디칼센타 9층 901,902호 (성남동)",031-757-5759,2026-03-04
중원구,행복한내과의원,의원,"경기도 성남시 중원구 금상로 18, 2층 (상대원동)",031-745-8275,2026-03-04
중원구,연세내과의원,의원,"경기도 성남시 중원구 광명로 331, 2층 (금광동)",031-733-8278,2026-03-04
중원구,자유신경외과의원,의원,"경기도 성남시 중원구 산성대로 208, 3층 (성남동)",031-753-8380,2026-03-04
중원구,아산하나의원,의원,"경기도 성남시 중원구 희망로 356, 3층 (상대원동, 휴먼프라자)",031-732-7585,2026-03-04
중원구,이튼치과의원,치과의원,"경기도 성남시 중원구 광명로 5, 803호 (성남동, 메디컬센터빌딩)",031-751-2855,2026-03-04
중원구,라파나무한의원,한의원,"경기도 성남시 중원구 희망로 312, 3층 (상대원동)",031-731-7783,2026-03-04
중원구,서울연합의원 한의원,의원,"경기도 성남시 중원구 광명로 355, 2층 (금광동)",031-741-7778,2026-03-04
중원구,경희대원한의원,한의원,"경기도 성남시 중원구 희망로 356, 303호 (상대원동, 휴먼프라자)",031-745-1075,2026-03-04
중원구,경희대인한의원,한의원,"경기도 성남시 중원구 산성대로 450, 산성빌딩 2층 (금광동)",031-731-7599,2026-03-04
중원구,박근완치과의원,치과의원,"경기도 성남시 중원구 산성대로 340-1, 3층 (중앙동, 범원빌딩)",031-744-3333,2026-03-04
중원구,연세제일의원,의원,"경기도 성남시 중원구 산성대로 520, 프린스빌딩 3층 (은행동)",031-741-8275,2026-03-04
중원구,우리집의원,의원,"경기도 성남시 중원구 금상로 60, 2,3층 (상대원동, 우림빌딩)",031-735-5066,2026-03-04
중원구,영화한의원,한의원,"경기도 성남시 중원구 산성대로 500-1, 2,3층 (은행동)",031-748-1075,2026-03-04
중원구,청솔이비인후과의원,의원,"경기도 성남시 중원구 희망로 448, 2층 (금광동)",031-742-7582,2026-03-04
중원구,연치과의원,치과의원,"경기도 성남시 중원구 광명로 344, 3층 (금광동)",031-746-2875,2026-03-04
중원구,하나중앙의원,의원,"경기도 성남시 중원구 산성대로 576, 3,4층 (은행동)",031-733-0071,2026-03-04
중원구,모란새항외과의원,의원,"경기도 성남시 중원구 광명로 5, 7층 701~703호 (성남동)",031-758-8500,2026-03-04
중원구,서울아산정형외과의원,의원,"경기도 성남시 중원구 광명로 5, 3층 (성남동)",031-754-0911,2026-03-04
중원구,김선영한의원,한의원,"경기도 성남시 중원구 둔촌대로 287, 2층 (하대원동)",031-756-3336,2026-03-04
중원구,연산부인과의원,의원,"경기도 성남시 중원구 산성대로 492-1, 2층 (은행동)",031-732-0081,2026-03-04
중원구,다정산부인과의원,의원,"경기도 성남시 중원구 은이로5번길 1, 건영빌딩 6층 (은행동)",031-748-6466,2026-03-04
중원구,e-아름다운치과의원,치과의원,"경기도 성남시 중원구 희망로 312, 2층 (상대원동)",031-734-7528,2026-03-04
중원구,서울재활의학과의원,의원,"경기도 성남시 중원구 광명로 327, 2.3.5.6층 (금광동)",031-732-9809,2026-03-04
중원구,의료법인성심의료재단성남성심연합영상의원,의원,"경기도 성남시 중원구 둔촌대로 387, 지하1~5층 (상대원동)",031-746-4100,2026-03-04
중원구,서울키즈아이치과의원,치과의원,"경기도 성남시 중원구 산성대로 336-3, 3.4층 (중앙동)",031-743-2255,2026-03-04
중원구,동산의원,의원,"경기도 성남시 중원구 희망로 312, 대원빌딩 4층 (상대원동)",031-731-2900,2026-03-04
중원구,보스톤학년치과의원,치과의원,"경기도 성남시 중원구 금상로 56, 3층 (상대원동)",031-744-2859,2026-03-04
중원구,좋은치과의원,치과의원,경기도 성남시 중원구 산성대로 526 (은행동),031-749-5528,2026-03-04
중원구,가나다한의원,한의원,"경기도 성남시 중원구 산성대로372번길 23, 2층 (금광동)",031-745-7533,2026-03-04
중원구,아튼빌치과의원,치과의원,"경기도 성남시 중원구 둔촌대로 283-1, 2층 (하대원동)",031-755-3202,2026-03-04
중원구,백제한의원,한의원,"경기도 성남시 중원구 성남대로 1126, 2층 202호 (성남동, 메가프라자)",031-755-7045,2026-03-04
중원구,성남이안과의원,의원,"경기도 성남시 중원구 성남대로1148번길 2, 소평빌딩 2층 (성남동)",031-722-3388,2026-03-04
중원구,수성한의원,한의원,"경기도 성남시 중원구 둔촌대로 106, 3층 (하대원동)",031-756-2606,2026-03-04
중원구,공덕한의원,한의원,경기도 성남시 중원구 둔촌대로83번길 11 (성남동),031-757-1075,2026-03-04
중원구,삼성한의원,한의원,"경기도 성남시 중원구 산성대로372번길 9, 원광빌딩 (금광동)",031-731-8275,2026-03-04
중원구,맑은눈안과의원,의원,"경기도 성남시 중원구 산성대로 496, 3층 (은행동)",031-735-3377,2026-03-04
